year,province,track,score,min_rank,max_rank,same_score_count,source_url,source_name
2025,北京,普通类,575,17507,17754,248,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,574,17755,17970,216,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,573,17971,18218,248,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,572,18219,18465,247,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,571,18466,18723,258,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,570,18724,18955,232,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,569,18956,19221,266,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,568,19222,19488,267,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,567,19489,19705,217,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,566,19706,19949,244,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,565,19950,20186,237,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,564,20187,20465,279,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,563,20466,20702,237,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,562,20703,20953,251,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,561,20954,21198,245,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,560,21199,21423,225,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
