year,province,track,batch,school_name,school_code,major_group,major_name,plan_type,min_score,min_rank,admit_count,source_url,source_name,notes
2023,广东,历史类,本科批,辽宁大学(联合培养),10140,206,,联合培养,540,19183,3,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,辽宁大学(联合培养),10140,207,,联合培养,558,12371,2,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,辽宁大学(中外合作办学),10140,208,,中外合作,550,15113,3,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,辽宁大学(中外合作办学),10140,209,,中外合作,557,12781,2,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,辽宁大学(中外合作办学),10140,210,,中外合作,560,11824,1,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,辽宁大学(中外合作办学),10140,211,,中外合作,544,17564,1,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,辽宁大学(中外合作办学),10140,212,,中外合作,531,23083,1,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,沈阳工业大学,10142,201,,普通类,507,35375,8,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,辽宁工程技术大学,10147,201,,普通类,492,45422,10,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,大连交通大学(中外合作办学),10150,206,,中外合作,504,37392,3,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,大连海事大学,10151,201,,普通类,567,9988,6,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,大连海事大学,10151,202,,普通类,572,8460,16,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,大连工业大学,10152,201,,普通类,487,48718,2,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,大连海洋大学,10158,201,,普通类,505,36800,2,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,辽宁中医药大学,10162,201,,普通类,542,18185,3,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,辽宁中医药大学,10162,204,,普通类,542,18266,3,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,沈阳药科大学,10163,201,,普通类,550,15097,2,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,沈阳药科大学,10163,202,,普通类,534,21838,1,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,沈阳药科大学,10163,203,,普通类,519,28428,2,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
2023,广东,历史类,本科批,辽宁师范大学(中外合作办学),10165,203,,中外合作,499,40160,4,https://eea.gd.gov.cn/ptgk/content/post_4221648.html,广东省教育考试院,
